,conversation_id,message_id,user_message,user_action,shop_message,shop_action
129837,21652,t_1734260040060914,Hình thức thanh toán thế nào vậy,handoff,,
129838,21652,t_1734260040060914,,,"Dạ sản phẩm B259EIS có giá 76K. Sản phẩm chỉ có trên shopee, https://shopee.vn/-M%C3%A3-KIDSUPER227-ho%C3%A0n-30K-xu-%C4%91%C6%A1n-150K-Qu%E1%BA%A7n-D%E1%BB%87t-Kim-B%C3%A9-Trai-(6-24-Th%C3%A1ng)-K's-Closet-B259EIS-TM-i.93713176.5827013789. Em mời chị ghé xem và sắm đồ cho bé ạ",handoff
129839,21653,t_1734260040060914,Ở Thanh Trì có cửa hàng ko shop,handoff,,
129840,21653,t_1734260040060914,,,Dạ cửa hàng ở Thanh Hóa bên em đóng cửa mất rồi ạ.Chị tham khảo đặt hàng online bên em chị nha,handoff
129841,21653,t_1734260040060914,"Thị trấn văn điển, thanh trì, hà nội ko phải thanh hóa nhé",handoff,,
129842,21653,t_1734260040060914,,,Dạ em xin lỗi chị em đọc nhầm ạ.Ở Thanh Trì bên em cũng không có cửa hàng mất rồi ạ,handoff
129843,21653,t_1734260040060914,Cửa hàng gần thị trấn văn điển nhất là cửa hàng nào vậy,handoff,,
129844,21653,t_1734260040060914,,,"Hệ thống cửa hàng của K's Closet
📌Tại Hà Nội:
- 424 Nguyễn Trãi (bên trong nhà sách Tiến Thọ)
- 828 Láng, Đống Đa (bên trong nhà sách Tiến Thọ)
- 697 Giải Phóng, Hoàng Mai (bên trong nhà sách Tiến Thọ)
- 280 Lạc Trung, Hai Bà Trưng
- Số 9 Hàng Da - Hoàn Kiếm
- TTTM Lotte Đào Tấn - Tầng 5
- 287 Trần Đăng Ninh, Cầu Giấy
- 149b Đội Cấn, Ba Đình
- 218 Lạc Long QUân, Tây Hồ, Hà Nội
- 166D Nguyễn Văn Cừ, Long Biên
- TTTM Savico - Long Biên: 219 Tầng 2
- Số 7 LK 6C Nguyễn Văn Lộc, Mỗ Lao, Hà Đông
- 152 Tô Hiệu, Hà Đông
- 277 Cao Lỗ, Đông Anh
- TTTM The Garden - Tầng G và 2
- Số 93, Tổ 12, Thị trấn Sóc Sơn
- Số 169 Thái Hà, Đống Đa",handoff
129845,21653,t_1734260040060914,,,"Em gửi chị, địa chỉ cửa hàng bên em ạ",handoff
129846,21653,t_1734260040060914,👌,icon,,
54872,9276,t_1741839295827102,,,"� Quà tặng từ K's Closet: MUA 1 TẶNG 1

Cuối tuần này, thân mời mẹ Nhung  và bé ghé K's Closet mua sắm và nhận quà nhé !",handoff
54873,9276,t_1741839295827102,,,Nhung Tuyet đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
54874,9276,t_1741839295827102,👍,icon,,
54875,9276,t_1741839295827102,,,,
54876,9277,t_1741839295827102,bên e có mấu áo sơ mi hay polo tím nào cho bé trai 10y ko e,handoff,,
54877,9277,t_1741839295827102,,,Dạ tiếc quá bên em không có màu tím chị ạ,handoff
24797,4070,t_1851581711652310,ko miễn ship hả,handoff,,
24798,4070,t_1851581711652310,,,Em check nhầm chút ạ. mẫu áo màu xanh em mới gửi hết size 9 rồi chị ạ,handoff
24799,4070,t_1851581711652310,,,bên em không miễn ship nha chị,handoff
24800,4070,t_1851581711652310,,,Chị mua đã sale 50% rồi mà chị,handoff
24801,4070,t_1851581711652310,vậy 2 cái trên đi nha,handoff,,
24802,4070,t_1851581711652310,chốt nha,agree,,
24803,4070,t_1851581711652310,nhớ cho chị kt hàng,handoff,,
24804,4070,t_1851581711652310,Cám ơn,thank,,
24805,4070,t_1851581711652310,chốt bạn nhé,handoff,,
24806,4070,t_1851581711652310,,,Dạ đơn hàng của chị có 1 áo xanh và 1 áo con vịt tổng là 164.000 + 35.000( phí ship)= 199.000 ạ],handoff
24807,4070,t_1851581711652310,Ok,agree,,
24808,4070,t_1851581711652310,,,Cảm ơn chị đã quan tâm đến sản phẩm của K's Closet ạ,thank
24809,4070,t_1851581711652310,😋😋😋,icon,,
24810,4071,t_1851581711652310,,,"K's Closet chào chị ạ. Sản phẩm K213EIF-FK3JATAN03 - BỘ HOODIE MŨ IN HÌNH có giá 399,000đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
24811,4072,t_1851581711652310,,,Từ Cẩm Tú đã trả lời một quảng cáo.,handoff
24812,4072,t_1851581711652310,,,Chào Tú! Chúng tôi có thể giúp gì cho bạn?,handoff
24813,4072,t_1851581711652310,,,,
24814,4072,t_1851581711652310,.,greet,,
24815,4072,t_1851581711652310,,,,
24816,4072,t_1851581711652310,Áo này size to nhất nhiêu kg ah,request#price,,
24817,4072,t_1851581711652310,,,Dạ size lớn nhất cho bạn 30kg chị ạ,inform
24818,4072,t_1851581711652310,,,"K's Closet chào chị ạ. Sản phẩm K015NIF-FK1LCXTT03 ÁO CARDIGAN BÉ TRAI  có giá 279,000đ sale 40% còn  167,400đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
24819,4072,t_1851581711652310,Ah bé mình 35kg,inform,,
24820,4072,t_1851581711652310,,,Chị tham khảo mẫu khác giúp em ạ,handoff
24821,4072,t_1851581711652310,dạ,agree,,
130583,21806,t_1854184384716491,,,em chốt đơn cho chị là sét gile size 9  giá 439.000đ (tặng) và áo vest đỏ size 8 giá 449.000đ = 449.000đ + 33.000đ ship = 482.000đ,handoff
130584,21806,t_1854184384716491,,,"Đc nhận hàng: Phan Thị Lan, thôn 6 Quảng Lưu - Quảng Xương-  Thanh Hoá. Đt 0912958119",handoff
130585,21806,t_1854184384716491,,,chị xác nhận thông tin giúp em nhé,handoff
130586,21806,t_1854184384716491,Ok ạ,agree,,
130587,21806,t_1854184384716491,,,dạ vâng. em xuất đơn cho chị luôn,agree
130588,21806,t_1854184384716491,Bên shop khi nào gửi hàng cho mình ạ?,handoff,,
130589,21806,t_1854184384716491,,,cảm ơn chị đã ủng hộ k'clset ạ.,thank
130590,21806,t_1854184384716491,👍👍,icon,,
130591,21806,t_1854184384716491,,,ngày mai shop sẽ giao hàng cho bên vận chuyển luôn. khoảng 3-4 ngày c nhận được ạ,handoff
130592,21806,t_1854184384716491,Ok ạ!,agree,,
130593,21806,t_1854184384716491,"Mình nhận được đồ rồi shop nhé. Đồ đẹp ạ. Nhưng bộ gile bé nhà mình mặc bị rộng. Giá size 8 thì vừa. Nhưng không sao, dài rộng mặc cho được lâu. Áo vét vừa đẹp ạ!",handoff,,
130594,21806,t_1854184384716491,👍👍👍,icon,,
130595,21806,t_1854184384716491,,,"Dạ vâng. cảm ơn chị đã tin tưởng, chị hãy tiếp tục ủng hộ k's closet nhé ạ 😘",thank
130596,21806,t_1854184384716491,,,💓💓💓💓,icon
130597,21807,t_1854184384716491,,,Lan Phan đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
130598,21807,t_1854184384716491,,,"Chúc mẹ Lan Phan  - những người phụ nữ tuyệt vời những điều tươi đẹp nhất!

Ngày Quốc tế phụ nữ đang tới gần, Thân tặng mẹ món quà từ K's Closet.",handoff
130599,21807,t_1854184384716491,,,,
130600,21807,t_1854184384716491,,,,
130601,21807,t_1854184384716491,,,,
130602,21807,t_1854184384716491,Hai bộ trên giá thế nào ạ shop?,request#price,,
130603,21807,t_1854184384716491,,,"Dạ sản phẩm K077TES-BK3BCDOO - BỘ SÁT NÁCH BÉ TRAI có giá 219,000đ sale 10% ạ",handoff
130604,21807,t_1854184384716491,,,"Dạ K031TES-BK1A- ÁO SÁT NÁCH BÉ TRAI có giá 129,000đ sale 10%. K473NIS-FT2CCGHI - QUẦN KAKI BT ĐẾN GỐI có giá 279.000đ sale 10% ạ
Dạ K031TES-BK1ACXAN - ÁO SÁT NÁCH BÉ TRAI có giá 129,000đ sale 10%. K473NIS-FT2CCGHI - QUẦN KAKI BT ĐẾN GỐI có giá 279.000đ sale 10% ạ
😿",handoff
130605,21808,t_1854184384716491,,,,
130606,21808,t_1854184384716491,Còn bộ này cho bé 8 tuổi 36kg không ạ?,ask_availability#size,,
130607,21808,t_1854184384716491,,,"Dạ sản phẩm chị quan tâm bên em có size lớn nhất cho bạn 30kg thôi ạ. Còn nhiều sản phẩm có size của bé, https://bit.ly/ksclosetvnshopee chị vui lòng tham khảo mẫu khác giúp em ạ",handoff
31124,5276,t_1860666273989304,ok,agree,,
31125,5276,t_1860666273989304,b ơi,greet,,
31126,5276,t_1860666273989304,sao trên shopee báo tài khoản ko hoạt động trên 7 ngày,handoff,,
31127,5276,t_1860666273989304,bạn vào online đi mới mua đc,handoff,,
31128,5276,t_1860666273989304,,,Chị truy cập vào link shopee không được hay thế nào ạ,handoff
31129,5276,t_1860666273989304,mua tối đa đc 1c quần chip ah bạn,handoff,,
31130,5276,t_1860666273989304,:D,handoff,,
31131,5276,t_1860666273989304,,,Dạ vâng ạ,agree
31132,5276,t_1860666273989304,😌,icon,,
31133,5276,t_1860666273989304,vaaky đến trực tiếp cửa hàng thì còn size 3-4-5 ko bạn?,ask_availability#size,,
31134,5276,t_1860666273989304,,,Dạ cửa hàng bên em còn khá là ít hàng ít size và không được sale quần chip ạ,ask_availability#size
31135,5276,t_1860666273989304,ok bạn,agree,,
31136,5277,t_1860666273989304,bạn ơi,greet,,
31137,5277,t_1860666273989304,cho mình hỏi quần chip nữ ở bên cửa hàng có vê thêm chưa,handoff,,
31138,5277,t_1860666273989304,để mình qua mua,handoff,,
31139,5277,t_1860666273989304,,,Chị muốn mua tại chi nhánh nào của K's Closet ạ,handoff
31140,5277,t_1860666273989304,chi nhánh tô hiệu bạn ơi,handoff,,
31141,5277,t_1860666273989304,tô hiệu Hà Đông,handoff,,
31142,5277,t_1860666273989304,chuyển hàng về đó có đc ko b,handoff,,
31143,5277,t_1860666273989304,,,Dạ em gửi chị số điện thoại của cửa hàng chị liên hệ trực tiếp với cửa hàng chị nha ‎0961 307 189,handoff
31144,5277,t_1860666273989304,ok cảm ơn bạn,thank,,
31145,5277,t_1860666273989304,bên đó hết size rồi,inform,,
31146,5277,t_1860666273989304,bạn cho mình sđt của bên nguyễn văn lộc nhé,handoff,,
31147,5277,t_1860666273989304,,,"- Số 7 LK 6C Nguyễn Văn Lộc, Mỗ Lao, Hà Đông - ĐT: 0969 913 046 Em gửi chị ạ",handoff
31148,5277,t_1860666273989304,cảm ơn b,thank,,
18501,2924,t_1904774426331206,Get Started,handoff,,
18502,2924,t_1904774426331206,Bộ váy halloween bé gái giá bn ạ?,request#price,,
18503,2924,t_1904774426331206,Hôm qua mình đi làm qua Thái Hà có thấy bộ áo đen váy cam trên canh xinh quá ạ!,handoff,,
18504,2924,t_1904774426331206,,,Dạ chào chị. Chị đang quan tâm tới sản phẩm nào của K's closet vui lòng gửi hình ảnh sản phẩm kèm chiều cao cân nặng của bé để được shop hỗ trợ nha,handoff
18505,2924,t_1904774426331206,Mình ko thấy bộ đó trên fb shop,handoff,,
18506,2924,t_1904774426331206,,,,
18507,2924,t_1904774426331206,,,Bộ này đúng không ạ?,handoff
18508,2924,t_1904774426331206,Đúng rồi ạ!,agree,,
18509,2924,t_1904774426331206,😍😍😍,icon,,
18510,2924,t_1904774426331206,,,"K's Closet chào chị ạ. Sản phẩm K258TEF SÉT ÁO PHÙ THUỶ KÈM CHÂN VÁY có giá 479,000đ sale 40% còn  287,400đ. Bên em có size cho bé từ 2-10 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
18511,2924,t_1904774426331206,Dạ vâng ạ!,agree,,
18512,2924,t_1904774426331206,Chiều mình về mình qua xem luôn,handoff,,
18513,2924,t_1904774426331206,Cảm ơn bạn nhiều,thank,,
18514,2924,t_1904774426331206,,,Dạ vâng ạ,agree
18515,2924,t_1904774426331206,,,Hẹn gặp chị tại cửa hàng của K's closet ạ.,handoff
135465,22679,t_1976276625842503,,,"K's Closet chào chị ạ,trước tiên bên em rất xin lỗi vì trải nghiệm mua sắm không tốt của chị.Do đợt sale đông khách nên bên em còn nhiều sai sót rất mong chị có thể thông cảm ạ",handoff
135466,22679,t_1976276625842503,"Ok em, bạn phụ trách kênh shopee gọi điện cho chị rồi",handoff,,
135467,22679,t_1976276625842503,,,"Dạ em cảm ơn chị ạ đã góp ý,bên em sẽ cố gắng cải thiện để K's Closet shopee và tại cửa hàng sẽ mang đến trải nghiệm mua hàng tốt nhất cho chị ạ",handoff
135468,22679,t_1976276625842503,😭,icon,,
135469,22679,t_1976276625842503,👍,icon,,
126173,21109,t_2059573630808534,,,,
126174,21109,t_2059573630808534,,,"K's Closet chào chị ạ. Sản phẩm K262TES-FK4AIDOO - VÁY BÉ GÁI có giá 209,000đ  Bên em có size cho bé 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
126175,21109,t_2059573630808534,dạ cho mình hỏi xem size của bé 8t ở những cửa hàng nào còn ạ,handoff,,
126176,21109,t_2059573630808534,ở đông anh còn ko ạ,handoff,,
126177,21109,t_2059573630808534,,,"Dạ sản phẩm còn ở Lạc Trung, Sơn La, buôn Ma Thuột còn size của bé ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",ask_availability#size
126178,21109,t_2059573630808534,,,,
126179,21109,t_2059573630808534,shop ở gần khu vực đông anh ko còn ạ 😂,handoff,,
126180,21109,t_2059573630808534,,,Dạ đông anh bên em hết mẫu chị quan tâm rồi ạ. Cửa hàng có ship đồ chị có nhu cầu vui lòng để lại địa chỉ kèm SĐT em gửi cửa hàng hỗ trợ chị ạ,handoff
126181,21110,t_2059573630808534,,,,
126182,21110,t_2059573630808534,"numberblocks: hide and seek
1-10",handoff,,
126183,21110,t_2059573630808534,,,Bên em hỗ trợ gì được cho chị ạ,handoff
126184,21111,t_2059573630808534,,,,
126185,21111,t_2059573630808534,mình muốn mua màu hồng như mình đánh dấu cho bé 8-9t đc ko ạ,handoff,,
126186,21111,t_2059573630808534,,,Chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ,handoff
126187,21111,t_2059573630808534,dạ bé 26kg ạ,inform,,
126188,21111,t_2059573630808534,,,Size 8t bên em hết mất rồi ạ.Còn size 9t chị muốn đặt không ạ,handoff
126189,21111,t_2059573630808534,dạ thế có ạ,agree,,
126190,21111,t_2059573630808534,bạn bên hàng da ạ? mai mình qua lấy trực tiếp luôn ạ. mẫu này mình hỏi mấy cửa hàng rồi đều ko còn.,handoff,,
126191,21111,t_2059573630808534,"may quá, mai mình qua nhé. thanks shop ạ",thank,,
126192,21111,t_2059573630808534,,,Dạ mãu đấy bên em còn tại cơ sở Nguyễn Văn Cừ ạ,handoff
126193,21111,t_2059573630808534,"dạ, thế bạn hỏi lại chắc chắn giúp mình ạ. vì mình đã từng đến nguyễn văn cừ nhưng các bạn ý ko còn mầu này (cách đây 2 tháng gì đấy)",handoff,,
126194,21111,t_2059573630808534,,,Dạ em đang check lại với bên cửa hàng chị đợi em chút ạ,handoff
126195,21111,t_2059573630808534,✌🏻,handoff,,
126196,21111,t_2059573630808534,,,Chị ơi cửa hàng ở Nguyễn Văn Cừ cũng hết mất rồi ạ,handoff
126197,21111,t_2059573630808534,😂,icon,,
17250,2723,t_2135351799838453,,,,
17251,2723,t_2135351799838453,Set này bn shop?,request#price,,
17252,2723,t_2135351799838453,Mình muốn mua sz cho bé 2y và 4y,inform,,
17253,2723,t_2135351799838453,,,"K's Closet chào chị ạ. Sản phẩm K258TEF SÉT ÁO PHÙ THUỶ KÈM CHÂN VÁY có giá 479,000đ sale 40% còn  287,400đ. Mũ phù thủy 149.000đ sale 40% còn 89.400đ. Bên em có size cho bé từ 2-10 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
17254,2723,t_2135351799838453,👍,icon,,
17255,2723,t_2135351799838453,Hệ thống cửa hàng có ở những đâu e nhỉ,handoff,,
17256,2723,t_2135351799838453,,,Em gửi chị ạ,handoff
17257,2723,t_2135351799838453,,,"Chị cho em xin tên người nhận, số điện thoại, địa chỉ chi tiết (số nhà, đường phố, phường/xã, quận/huyện, tỉnh/thành phố) để em check giá ship và báo chị ạ.",handoff
17258,2723,t_2135351799838453,,,"Hệ thống cửa hàng của K's Closet
📌Tại Hà Nội:
- 424 Nguyễn Trãi (bên trong nhà sách Tiến Thọ)
- 828 Láng, Đống Đa (bên trong nhà sách Tiến Thọ)
- 697 Giải Phóng, Hoàng Mai (bên trong nhà sách Tiến Thọ)
- 280 Lạc Trung, Hai Bà Trưng
- Số 9 Hàng Da - Hoàn Kiếm
- TTTM Lotte Đào Tấn - Tầng 5
- 287 Trần Đăng Ninh, Cầu Giấy
- 218 Lạc Long QUân, Tây Hồ, Hà Nội
- 166D Nguyễn Văn Cừ, Long Biên
- TTTM Savico - Long Biên: 219 Tầng 2
- Số 7 LK 6C Nguyễn Văn Lộc, Mỗ Lao, Hà Đông
- 152 Tô Hiệu, Hà Đông
- 277 Cao Lỗ, Đông Anh
- TTTM The Garden - Tầng G và 2
- Số 93, Tổ 12, Thị trấn Sóc Sơn
- Số 169 Thái Hà, Đống Đa",handoff
17259,2723,t_2135351799838453,,,Em gửi chị ạ,handoff
17260,2723,t_2135351799838453,tks e!,thank,,
17261,2723,t_2135351799838453,Cửa hàng bên trong nhà sách Tiến Thọ có sz cho bé 2y và 4y ko e nhỉ?,ask_if_sells#size,,
17262,2723,t_2135351799838453,,,"Chị muốn hỏi cửa hàng ở Láng,Nguyễn Trãi hay Giải Phóng ạ",handoff
17263,2723,t_2135351799838453,Ở đường Láng e ạ,handoff,,
17264,2723,t_2135351799838453,,,Dạ cửa hàng ở Láng hôm nay đang sửa lại nên không hoạt động hôm nay ạ,handoff
138347,23136,t_2187147304839045,,,Bên em có size lớn nhất cho bé 32kg thôi ạ.,ask_if_sells#size
138348,23136,t_2187147304839045,😗,icon,,
89209,14931,t_2208966366051836,,,"Quà tặng từ K's Closet: MUA 1 TẶNG 1
Cuối tuần này, thân mời mẹ Hằng  và bé ghé K's Closet mua sắm và nhận quà nhé !
Chương trình áp dụng duy nhất 3 ngày cuối tuần, từ Thứ 6 (10/01)
---------
* Chương trình không áp dụng với Áo dài.
* Sản phẩm tặng có giá trị bằng hoặc thấp hơn sản phẩm mua.",handoff
89210,14931,t_2208966366051836,,,Hằng Nguyễn đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
89211,14931,t_2208966366051836,👍,icon,,
89212,14931,t_2208966366051836,,,,
89213,14931,t_2208966366051836,,,Dạ chào chị. Chị đang quan tâm tới sản phẩm nào của K's closet vui lòng gửi hình ảnh sản phẩm kèm chiều cao cân nặng của bé để được shop hỗ trợ nha,handoff
116141,19278,t_2388787111159347,,,Han Du đã trả lời về một bài viết. Xem bài viết(https://www.facebook.com/ksclosetvn/posts/3431023230250052),handoff
116142,19278,t_2388787111159347,Báo giá cho mình,request#price,,
116143,19278,t_2388787111159347,,,,
116144,19278,t_2388787111159347,Bé 19kg,inform,,
116145,19278,t_2388787111159347,,,"Dạ,sản phẩm B203TES-FK1AAXAN03	ÁO PHÔNG BÉ TRAI có giá	129.000đ sale	50%	còn 64.500đ. Sản phẩm 	B113TES-FK2ADDOO03	QUẦN BÉ TRAI có giá	129.000đ sale	20% còn	103.200đ",handoff
116146,19278,t_2388787111159347,,,"Sản phẩm B259TES-DK1BACAM03	ÁO PHÔNG CỘC TAY có giá	109.000đ sale	50%	còn 54.500đ,Sản phẩm 	B223TES-BK2ADGHI03	QUẦN ĐÙI BÉ TRAI	có giá 149.000đ sale 20% còn 119.200đ",handoff
116147,19278,t_2388787111159347,Cảm ơn b,thank,,
116148,19278,t_2388787111159347,Có size 19kg và 34 kg không bạn,ask_if_sells#size,,
116149,19278,t_2388787111159347,,,"Dạ,các mẫu đó bên em có size 19kg ạ, còn size 34kg thì lại không có rồi ạ",ask_availability#size
116150,19278,t_2388787111159347,Mình muốn mua cả bộ này,inform,,
116151,19278,t_2388787111159347,,,,
116152,19278,t_2388787111159347,Mẫu 203Tes chỉ mua áo,inform,,
116153,19278,t_2388787111159347,Có ship hàng ko,handoff,,
116154,19278,t_2388787111159347,,,Chị đợi e check xem size của mình còn hàng không chị nha,handoff
116155,19278,t_2388787111159347,Ok em,agree,,
116156,19278,t_2388787111159347,,,"Dạ,chị ơi mẫu B203tes còn size 6t cho bé nhà mình thôi ạ",ask_availability#size
116157,19278,t_2388787111159347,Còn mẫu kia thì sao bạn,handoff,,
116158,19278,t_2388787111159347,,,Mẫu kia còn áo màu cam ạ. Còn quần thì không có size cho bé rồi ạ,ask_availability#size
116159,19278,t_2388787111159347,Ui thế à.thôi vậy.cảm ơn bạn nha,thank,,
116160,19278,t_2388787111159347,,,"Dạ,chị tham khảo thêm các sản phẩm khác chị nha",handoff
116161,19278,t_2388787111159347,👍👌,icon,,
104814,17184,t_2490104744342404,,,Huyền Anh May Mắn đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
104815,17184,t_2490104744342404,,,"� Quà tặng từ K's Closet: MUA 1 TẶNG 1

Cuối tuần này, thân mời mẹ Huyền Anh  và bé ghé K's Closet mua sắm và nhận quà nhé !",handoff
104816,17184,t_2490104744342404,,,,
104817,17184,t_2490104744342404,,,,
104818,17184,t_2490104744342404,,,,
104819,17184,t_2490104744342404,Mình tham gia 2 chương trình này,handoff,,
104820,17184,t_2490104744342404,"Khẩu trang thì đc gửi về tận nhà , còn nhận thưởng là đến cửa hàng nhận bạn nhỉ",handoff,,
104821,17184,t_2490104744342404,😊,icon,,
104822,17184,t_2490104744342404,,,"Dạ nếu chị đăng ký khẩu trang nhận tại nha, thì K's Closet sẽ chuyển khẩu trang về nhà nhưng chị vui lòng thanh toán phí ship. Nếu tiện chị ghé cửa hàng lấy đỡ mất phí vận chuyển ạ. Còn quà tặng khi làm khảo sát thì vui lòng ghé cửa hàng giúp em ạ",handoff
104823,17184,t_2490104744342404,"Uh , vậy để c qua cửa hàng lấy khẩu trang luôn, đỡ mất ship",handoff,,
104824,17184,t_2490104744342404,C qua 52 tôi hiệu lấy luôn đc phải ko e?,handoff,,
104825,17184,t_2490104744342404,,,Chị vào đăng ký lại nhận khẩu trang tại Tô Hiệu xong khi nào nó thông báo có khẩu trang chị ghé nhận cho bé giúp em ạ,handoff
104826,17184,t_2490104744342404,Hiện tại e check đc giúp c ở đó có khẩu trang ko e?,handoff,,
104827,17184,t_2490104744342404,,,Tất cả các cửa hàng chưa có khẩu trang. Khi có bên em sẽ có bài thông báo trên page chị ạ,handoff
104828,17184,t_2490104744342404,OK e,agree,,
104829,17184,t_2490104744342404,Thanks e,thank,,
104830,17185,t_2490104744342404,,,Huyền Anh May Mắn đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
104831,17185,t_2490104744342404,,,"� K’s Closet thân tặng cả nhà mình quà tặng: ƯU ĐÃI LÊN TỚI 50% TOÀN BỘ SẢN PHẨM

� Chương trình áp dụng cho tất cả sản phẩm cùng vô vàn thiết kế Xuân Hè 2020 “mới tinh” tại hệ thống cửa hàng K's Closet chắc hẳn sẽ không là phụ công mua sắm của ba mẹ và bé!",handoff
104832,17185,t_2490104744342404,,,,
104833,17185,t_2490104744342404,Thời gian áp dụng,handoff,,
104834,17185,t_2490104744342404,,,Dạ chương trình sale bên em áp dụng từ ngày 24/3-31/3 ạ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
22820,3681,t_2508897536070890,Bắt đầu,handoff,,
22821,3681,t_2508897536070890,,,K's Closet hỗ trợ được gì cho chị ạ,handoff
22822,3681,t_2508897536070890,Đà nẵng có địa chỉ ko ạ.,handoff,,
22823,3681,t_2508897536070890,,,"Dạ đại chỉ là 203 Ông Ích Khiêm ,quận Hải Châu ,Đà Nẵng ạ",handoff
22824,3681,t_2508897536070890,👍,icon,,
84320,14247,t_2516079761819089,😍😍😍,icon,,
84321,14247,t_2516079761819089,,,,
84322,14247,t_2516079761819089,,,Bé đáng yêu quá ạ. Cảm ơn chị đã luôn đồng hành cùng K's Closet ạ,thank
84323,14247,t_2516079761819089,"Dạ. Cơ bản là đồ đẹp, vải tốt ý ạ.",handoff,,
84324,14247,t_2516079761819089,,,,
84325,14247,t_2516079761819089,,,Dạ em cảm ơn ạ.,thank
54584,9218,t_2526040200765235,,,Diệu Anh đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
54585,9218,t_2526040200765235,,,"Quà tặng từ K's Closet: MUA 1 TẶNG 1
Cuối tuần này, thân mời mẹ Anh  và bé ghé K's Closet mua sắm và nhận quà nhé !
Chương trình áp dụng duy nhất 3 ngày cuối tuần, từ Thứ 6 (10/01)
---------
* Chương trình không áp dụng với Áo dài.
* Sản phẩm tặng có giá trị bằng hoặc thấp hơn sản phẩm mua.",handoff
54586,9218,t_2526040200765235,,,,
54587,9218,t_2526040200765235,,,,
54588,9218,t_2526040200765235,Áo này có size 9-10t ko shop?,ask_if_sells#size,,
54589,9218,t_2526040200765235,,,"Dạ chào chị, áo phao K346NIF-FT1QA màu cam có giá 599.000đ. Chị muốn check size cho bé cao và nặng bao nhiêu shop hỗ trợ ạ",handoff
54590,9218,t_2526040200765235,"Bé cao 1,40m nặng 40kg",inform,,
54591,9218,t_2526040200765235,,,Dạ mẫu áo phao chị quan tâm bên em có size lớn nhất là 32kg thôi ạ. Chị vui lòng chọn mẫu khác giúp em ạ,handoff
54592,9219,t_2526040200765235,,,"""Bên em đã thông báo những điểm có khẩu trang, chị vào page cập thông tin, nếu cửa hàng chị đăng ký nhận đã có hàng thì chị vui lòng ghé nhận quà tặng cho bé giúp em ạ
""",handoff
54593,9219,t_2526040200765235,Cửa hàng c đk nhận ko có trong ds,handoff,,
54594,9219,t_2526040200765235,Vậy c qua đâu lấy?,handoff,,
54595,9219,t_2526040200765235,,,Dạ chị chờ khi nào điểm của chị đăng ký có hàng thì ghé lấy giúp em nha,handoff
54596,9220,t_2526040200765235,,,"K's Closet chào chị ạ. Sản phẩm K095TES-FK1A -ÁO PHÔNG CỘC TAY có giá 139.000đ sale 50% còn 69.500đ .  Sản phẩm K015TES-FT2BDDAM - QUẦN SOOC JEAN BÉ TRAI có giá 279,000đ sale 20% còn 223,200đ (size 3-9 tuổi) .Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
54597,9220,t_2526040200765235,Có những mẫu nào size 10-12  vậy e?,ask_if_sells#size,,
54598,9220,t_2526040200765235,,,"Chị quan tâm quần cho bạn 10-12 tuổi, bé cao và nặng bao nhiêu kg ạ?",request#price
54599,9220,t_2526040200765235,Bé cao 1m48 nặng 45kg,inform,,
54600,9220,t_2526040200765235,,,"Dạ chị chờ em chút, em báo các bạn chụp mẫu chị tham khảo ạ",agree
54601,9220,t_2526040200765235,Ok b,agree,,
54602,9220,t_2526040200765235,,,,
54603,9220,t_2526040200765235,,,,
54604,9220,t_2526040200765235,,,đây nha c,agree
54605,9220,t_2526040200765235,M hỏi quần mà,handoff,,
54606,9220,t_2526040200765235,😁😁😁,icon,,
54607,9220,t_2526040200765235,,,Dạ chị chờ em em chụp mẫu cho chị ạ,agree
54608,9220,t_2526040200765235,,,quần nhà e hết sz của bé rồi ạ,inform
49910,8459,t_2526346884350586,,,"Dạ sản phẩm T021TES-FK3BAREU - BỘ CỘC TAY BÉ TRAI có giá 279,000đ sale 50% còn 139.500đ. Mẫu chị quan tâm bên em chỉ có trên shopee, chị vui lòng truy cập shopee bên em đặt hàng cho bé ạ.",handoff
