message,cluster
Dạ chào chị. Áo bomber bé gái 	K168NIF-FT1PA cam có giá 379.000đ. Áo len cổ lọ bé gái K276NIF-FK1LD màu trắng có giá 359.000đ. Quần tregging bé gái T290NIF-FT2CECAM có giá 359.000đ. Riêng quần chỉ có size từ 10-14 tuổi. Chị muốn check size cho bé cao và nặng bao nhiêu shop hỗ trợ ạ,4
vâng chị e ship grap cho chị 20k nha chị,0
"Chị ơi, chị đặt quần dài đúng không ạ",5
K's Closet ạ. Sản phẩm áo K029TES có giá 159k. quần K057tes có giá 299K ạ. Bên em có size cho bé từ 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,4
Dạ sản phẩm có giá 239K chị ạ,4
"K's Closet chào chị ạ,sản phẩm K276NIF-FK1LDHON	ÁO LEN CỔ LỌ có giá 359000đ sale còn 251300đ.Bên em có có size cho bé từ 3 đến 9t.Chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ",5
"size 5 với size 6 nó cũng ko chênh nhau nhiều đâu ạ,",4
"Trần Đăng Ninh hết mẫu chị quan tâm mất rồi ạ. Còn nhiều mẫu khác có size của bé, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",3
phom yếm này eo nhỏ k rộng thùng thình đâu ạ. bé mặc sz9 là vừa ạ,2
"K's Closet chào anh ạ. Sản phẩm K267TES-DK3CAXLA - BỘ CỘC TAY BÉ TRAI có giá 189,000đ sale 50% còn 94.500đ ạ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Chị ơi bé nhà mình cao không ạ. Bạn ý 9 tuổi chưa ạ,0
"Mẫu cuối bên em có size của bé ạ. Nguyễn Văn Cừ có size, Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",6
Em gửi chị các điểm bên em đang hoạt động ạ,1
Dạ Hình 1: Áo dài tay bé trai K323NIF-BK1JA màu cam sale 50% còn 104.500đ.,2
Chị nhắn trực tiếp trên shopee để được hỗ trợ giúp em ạ,9
Phượng Nguyễn đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,0
Cửa hàng nằm trong nhà sách Tiến Thọ ạ,4
Dạ hiện tại bên em hỗ trợ bán online trên shopee thôi chị ạ. Mong chị thông cảm giúp em ạ,0
Dạ bên em ngoài cửa hàng đang có trước một số mẫu rồi đó ạ,6
Chúc mẹ Trương Ngọc Anh  - những người phụ nữ tuyệt vời những điều tươi đẹp nhất!,1
"Dạ vâng ạ,vậy em hủy đơn của mình chị nhé",2
chị cho em xin thêm sđt nữa nha,4
Dạ mẫu này shop chỉ có size cho bé 19kg thôi ạ,2
"Hôm nay bên em lên kiểm hàng, nào về luôn thì em sẽ báo lại mình nhé ạ.",4
Dạ Phố Huế bên em ngừng hoạt động rồi ạ,9
Chị liên hệ trực tiếp giúp em để được hỗ trợ nha,4
Chị có thuận tiện qua 2 cửa hàng trên mua sắm không ạ,9
Mỹ Hạnh đã trả lời một quảng cáo.,3
Chị truy cập vào shopee xem giúp em nha. Vì sản phẩm này bên em chỉ có trên shopee ạ.,2
"Dạ,mẫu k038 bên em hiện tại vẫn còn hàng . Chị cho em xin chiều cao cân nặng của bé để em check size cho mình ạ",4
Khi nào chị ghé vui lòng gọi trước cho cửa hàng giúp em ạ,0
"Sản phẩm Váy Bé Gái (1-6 Tuổi) K's Closet B050TES có giá 199 000đ với size 01-02 tuổi, có giá 219 000đ với size 03-06 tuổi",4
Chị muốn mua online hay mua trực tiếp cửa hàng shop hỗ trợ ạ,9
Quà tặng từ K's Closet: MUA 1 TẶNG 1,4
Dạ bên em có size cho bạn đến 48kg là lớn nhất rồi ạ,0
"Mong chị thông cảm những mẫu này bên em không còn nữa ạ. Cửa hàng có nhiều mẫu mã khác, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",4
"Dạ cơ sở Lotte, Từ sơn, Việt trì còn size của bé ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",5
Chị hỏi giá áo len hay sao a,0
Dạ em nhận đơn và báo cửa hàng ship cho chị ạ,2
"K's Closet chào chị ạ. Sản phẩm B148TES-BK1ACCAM - ÁO SÁT NÁCH BÉ GÁI  129,000đ Sản phẩm B152TES-FT5BQCAM - CHÂN VÁY BÉ GÁI có giá  209,000đ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ.",6
"Dạ,khẩu trang kháng giọt bắn có giá 20.000đ.Em mời chị ghé cửa hàng mua sản phẩm ạ",8
nếu chị mua đơn hàng từ 600.000 sẽ được freeship ạ,1
Dạ bé trai hay bé gái ạ?,2
Doan THu Phuong đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,5
Dạ cửa hàng sẽ liên hệ chị ạ. Chị để ý điện thoại giúp em ạ,9
Dạ cửa hàng sẽ liên hệ báo giá và ship đến chị. Chị để ý điện thoại giúp em ạ,5
Dạ vừa size 3 bên em chị ạ,4
Thúy Huỳnh đã trả lời một quảng cáo.,7
Dạ em chuyển cho cửa hàng Từ Sơn bắc ninh liên hệ chị rồi ạ. Chị để ý điện thoại giúp em ạ,9
"Dạ Lotte, Láng còn size của bé ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",9
Shopee bên em không có mẫu trên ạ. Chỉ có tại cửa hàng ạ,8
Zun Pham đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,0
"Hi Khanh Vy Nguyen, thanks for your message. We are not here right now, but we'll get back to you soon!",2
trong ngày là chị nhận được ạ,0
"Việt Trì:  2053 Đại Lộ Hùng Vương, Phú Thọ: 0962 195 786",9
"Dạ,không biết chị mua hàng ngày bao nhiêu ạ",5
c ấn vào đường link trên xem và mua sắm đồ cho bé ạ,5
� Quà tặng từ K's Closet: MUA 1 TẶNG 1,2
"K's Closet chào chị ạ. Sản phẩm T201TES-FK3BAXAN - BỘ CỘC TAY BÉ TRAI có giá 319,000đ sale 30% còn 223.300đ. Bên em có size cho bé từ 10-14 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ.",0
ảnh 2 là đồ bộ sale còn 189k ạ,0
Dạ web bên em đang nâng cấp vì vậy tồn không chính xác chị ạ.,3
"K's Closet chào chị ạ. Sản phẩm B196TES-FT4B0VAN - VÁY BÉ GÁI có giá 289,000đ sale 50% còn 144.500đ. Bên em có size cho bé 1-6 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ.",5
"Em gửi chị địa chỉ, chị có thể qua trực tiếp cửa hàng cho bé thử hoặc liên hệ cửa hàng ship cho chị nhé!",0
"K's Closet chào chị ạ,sản phẩm K060TEF-FT3FXCAH03 SÉT ÁO KÈM QUẦN	 439.000đ	sale 10% còn 395.100đ.Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Dạ bên em còn size 20kg tại Buôn ma thuột và Hòa bình chị ạ,2
Phần thân trên chất nhung tăm,4
bé nhà mình mặc đc size 10 tuổi hoặc 11 tuổi bên em đó ạ,5
� K’s Closet thân tặng cả nhà mình quà tặng: ƯU ĐÃI LÊN TỚI 50% TOÀN BỘ SẢN PHẨM,4
Nga Vũ đã trả lời một quảng cáo.,4
Phố Huế bên em ngừng hoạt động rồi ạ. Em mời chị ghé số 9 hàng da hoặc 169 Thái Hà ạ.,9
Dạ bên em không tuyển ctv chị ạ.,6
Dạ em nhầm chút mẫu này bên em mới có màu vàng bò ngoài cửa hàng thôi ạ.,4
Dạ bên em có size lớn nhất cho bạn 45-50kg thôi ạ,5
"Cơ sở Lạc Long Quân, Tô Hiệu, The garden, Savico còn size của bé ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé",4
Chị muốn check size bao nhiêu em hỗ trợ chị ạ,0
Thuy Nguyen Ngoc đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,2
Áo dài tay bé trai K323NIF-BK1JA màu xanh biển sale 50% còn  104.500đ. Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nhé,9
Thuy Nguyen đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,9
"Dạ,bé nhà mình hơi tròn người đúng không ạ? Vậy bé mặc size 14 bên em chị nha nhưng hơi dài 1 chút đó ạ",2
Dạ mẫu trên bên em có size cho bạn từ 1-4 tuổi thôi chị ạ,9
Dạ mẫu áo dài in hình bé gái K400NIF-LT1FXDOO màu đỏ có giá 449.000đ. Áo dài có size từ 3-9 tuổi. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,1
K's closet xin chào ạ!,9
"K's Closet chào chị ạ. Sản phẩm K059TEF-DK1ADEN03 K059TEF-DK1AD ÁO DÀI TAY BÉ TRAI 149000đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",4
Mai Thanh Nga đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,1
Dạ chị có thể đặt mua váy trên trang shopee của shop nha,0
Junnie Phạm đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,2
Và sắm đồ cho bé ạ,1
dạ cửa hàng aeon có đủ mẫu ạ,5
áo 209.500 và 40.000 phí ship tổng đơn là 249.500 chị nhé,5
"""Voucher KCLO50K GIẢM 50.000Đ cho hoá đơn từ 150.000Đ",9
Nguyễn Oanh đã trả lời một quảng cáo.,0
Huyền Nguyễn đã trả lời một quảng cáo.,2
Váy đấy bên em chỉ có size lớn nhất cho bạn 20kg thôi ạ.Bên em cũng chỉ có màu hồng thôi ạ,9
Dạ địa chỉ gần The garden. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,4
chị cho em địa chỉ em lên đơn cho chị ạ,3
dạ nhà em còn mẫu này nữa c ạ,2
áo đang được sale 30% ạ,9
Dạ tiếc quá bên em hết áo khoác size của bé ạ. Chị tham khảo mẫu khác giúp em ạ,2
Quà tặng từ K's Closet: MUA 1 TẶNG 1,2
Lộc Nguyễn đã trả lời một quảng cáo.,0
bé mặc xinh quá  chị ạ,2
Bé nặng 30kg mặc size 09 tuổi ạ,2
dạ áo dài dời chị ạ,6
Chào San! Chúng tôi có thể giúp gì cho bạn?,8
Phung Thanh Ha đã trả lời một quảng cáo.,5
mình có thể và shopee hoặc lên web của k's closet ạ,8
"bên em gửi hàng cho bên vận chuyển từ hôm đó rồi. hôm qua em cũng kiểm tra lại, đơn của mình đang giao ạ. Chị đợi hôm nay nữa chắc hnay nhận được đấy ạ",6
"K's Closet chào chị ạ,sản phẩm K137TEF-FK1JA	ÁO DÀI TAY BÉ TRAI có giá 189.000đ sale còn 139.000đ.Mời chị ghé cửa hàng xem và mua sắm cho bé ạ",0
Nếu chị muốn bé mặc rộng rãi hơn thì có thể chọn size 10 như kích thước em vừa đưa ạ,5
Hà Linh Nguyễn đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,6
Soan Nguyen đã trả lời một quảng cáo.,4
Dạ sơ mi riêng không kèm set gile chị ạ. Sản phẩm trên cũng vậy ạ,9
Đỗ Hương đã trả lời một quảng cáo.,9
bạn nhà mình trai hay gái ạ,7
Dạ tầng 5 lotte ạ,5
áo dài có giá 399k ạ,2
Trên đây là danh sách các điểm khu vực Hà Nội. Mời chị ghé qua cửa hàng để chọn đồ cho bé ạ,0
Dạ cửa hàng 424 Nguyễn Trãi nằm bên trong nhà sách Tiến Thọ đấy ạ.,0
c xem qua bảng sz,9
vậy bên em còn váy này sz 9 tuổi màu xanh nhạt đó ạ,9
Sản phẩm 2 K100TES-BK4AGK VÁY BÉ GÁI có giá gốc 219.000đ sale 20% còn 175.200đ ạ Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,6
Dạ áo vest bé trai sale còn 209.500đ ạ. Bên em thì chỉ bán các sản phẩm đã được update trên shopee thôi ạ.,3
Em mời chị ghé cuaawr h,2
Áo cổ lọ bé trai K177NIF-BK1IA màu xanh sale 50% còn 124.500đ ạ,0
"K's Closet chào chị ạ. Sản phẩm T062NIF-FK1LCHON10 ÁO LEN CARDIGAN BÉ GÁI có giá 499,000đ sale 50% còn 249,500đ. Bên em có size cho bé từ 10-14 tuổi. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",3
Chị vui lòng đọc sđt mà chị đã đăng ký giúp em nha,2
Lan Hương đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,9
Tytromvia Nguyen đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,0
không được xem trước ạ,4
Dạ cửa hàng aeon mall bên em đóng cửa mất rồi ạ,4
30kg thì mặc size 9 vừa nhưng bạn ấy cao thì ko mặc đc đâu ạ,9
"K's Closet chào chị ạ. Sản phẩm B150TES-FK3BCCAM05 - BỘ SÁT NÁCH BÉ GÁI có giá 229,000đ.  Mời chị ghé cửa hàng hoặc shopee xem và sắm đồ cho bé ạ",0
Dạ bé 20kg mặc vừa size 5 ạ. Áo có giá 449.000đ ạ,8
vâng chị để ý điện thoại nha chị,4
"K's Closet chào chị ạ. Sản phẩm T142TES-FT3FX.  SÉT ÁO KÈM CHÂN VÁY  có giá 429,000đ sale 20%  còn 343,200đ (32-43kg).  Mời chị ghé cửa hàng hoặc truy cập shopee xem và sắm đồ cho bé ạ",0
Chị quan tâm đến sản phẩm cho bé có chiều cao cân nặng bao nhiêu ạ,5
Bé nhà mình mặc vừa size 5 ạ,4
Dạ chào chị. Chị đang quan tâm tới quần bò cho bé trai 28-30kg đúng không ạ,1
Em rất xin lỗi chị vì chắc do các bạn nhân viên quên nên không tích điểm cho chị trên hệ thống rồi ạ. Rất mong chị thông cảm ạ :((,6
Nguyên Thảo đã trả lời một quảng cáo.,2
Vậy em lấy size 9 cho chị nhé,4
Dạ bé cao và nặng bao nhiêu kg em hỗ trợ chị ạ,0
Áo dài thu cho bé gái ạ?,4
Dạ chị chờ em check hàng và báo lại chị ạ,4
Dạ bên em đặt grab các bạn nhân viên sẽ báo lại chị ạ,9
Dạ chào chị. Áo dài tay bé trai B307NIF-BK1JBTRA màu trắng có giá  229.000đ sale 50% còn 114.500đ. Quần jogger bé trai K163NIF-FT2CE màu rêu có giá 329.000đ codn 164.500đ. Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nha,4
dạ c ơi vậy em xác nhận lịa lần cuối trước khi gửi cho mình c nha,4
Dạ sản phẩm có giá 19K chị ạ,2
Bạn đó nói rõ là đơn hàng chị mua tại Aeon của K's Closet à chị,1
Bên em còn chân váy chị quan tâm ạ.Chị muốn mua cho con size 7 hay size 8 ạ,9
còn váy dưới bên shop hết rồi ạ,4
"Dạ,sản phẩm B221TES-FK1ACXAN06 	ÁO SÁT NÁCH BÉ TRAI	 có giá 129,000đ,sản phẩm B153TES-FT2BDXAN06 QUẦN SOOC BÉ TRAI có giá	269,000đ.Chị cho em xin chiều cao cân nặng của bé để em check size cho chị ạ",7
Bên em có mẫu cadigan màu hồng có size 6 vừa với bé thôi ạ. Mẫu này trắng  shop chỉ có size 4 lớn nhất thôi ạ,2
dạ bạn 42kg thì mặc sz12 hoặc 14 của nhà e ạ,4
"K's Closet chòa chị ạ,Set 6: K103TEF Bộ cotton dài tay 309,000 + set quà trung thu 197,000. Giá bán 369,000đ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",3
Bích Hồng đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,9
Dạ sản phẩm chị quan tâm size 4 bên em hết toàn hệ thống. Size 6 bên em còn tại 828 Láng chị ạ,4
Áo dài nhung màu đỏ đính bướm K384NIF-LT1FXDOO size 1 tuổi có giá 459.000đ,6
Chị lên shopee đặt hàng giúp em ạ,5
"Dạ chị chờ em chút, em báo các bạn cửa hàng hỗ trợ chị ạ\",0
"Dạ,sản phẩm K243NIS-FK1DATAN09 ÁO POLO IN CUA LƯỚT SÓNG có giá 249,000đ sale 50% còn 124.500đ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",4
"Dạ cửa hàng Hải Dương không còn mẫu này ạ. Còn nhiều mẫu khác có size, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",5
"2 mẫu đầu bên em có size lớn nhất cho bạn 30kg, mẫu 3 có size lớn nhất là 20kg. Chị tham khảo mẫu khác giúp em ạ",4
Bé mặc được size 5 bên em chị ạ. Bên em còn mẫu thứ 2 chị truy cập link để xem và sắm đồ cho bé giúp em ạ,4
Dạ có cài đầu thôi chị ạ,8
bên em có sz 9 lớn nhất ạ\,5
Dạ bên em còn mẫu váy cam đất ạ. Mẫu denim bên em chưa ra hàng chị ạ,4
Bé nhà mình mặc vừa size 7 nhà em chị nhé!,4
Dạ chị chờ em check phí và báo chị ạ,4
"Chiều em sẽ giao hàng cho bên vận chuyển ship cho chị nhé, khoảng 2 ngày chị nhận được hàng ạ. Cảm ơn chị đã ủng hộ k's closet 💗",0
2 quần có size bé mặc size 4 vừa ạ,2
Cửa hàng báo giá và ship đến chị. Chị để ý điện thoại giúp em ạ,4
12 cho bé 77-80cm ạ,2
"Dạ sản phẩm Set 1: B030TEF Váy bé gái 219,000 + set quà trung thu 197,000. Giá bán 299,000đ.Bên em có size cho bé từ 1 đến 6t ạ",5
Dạ mong chị thông cảm cho bên em do các bạn ở cửa hàng Thái Hà báo nhầm ạ.K's Closet xin lỗi vì sự sai sót này ạ.Bên em sẽ làm việc lại với nhân viên cửa hàng.Mong chị thông cảm cho bên em,9
"Dạ,vâng ạ.Bên em vẫn đang có chương trình sale toàn bộ sản phẩm 50% ạ",2
Quà tặng từ K's Closet: MUA 1 TẶNG 1,2
"Dạ,K's Closet chào chị ạ. Sản phẩm  K243NIS-FK1DATAN09 ÁO POLO IN CUA LƯỚT SÓNG có giá 249,000đ. Bên em có size cho bé từ 3-9t.Mời chị ghé cửa hàng xem và mua sắm đồ cho bé ạ",5
Dạ Huế không chạy chương trình này mong chị thông cảm ạ,2
Dạ mẫu đấy szie 9t bên em hết hàng mất rồi ạ,0
Dạ cửa hàng sẽ gọi điện cho chị báo giá ship ạ,2
Bên em đang có Flash Sale trong các khung giờ trên shopee ạ,8
Dạ áo tương đối ấm đó ạ,8
"K's Closet chào chị ạ. Sản phẩm T142TES-FT3FX.  SÉT ÁO KÈM CHÂN VÁY  có giá 429,000đ sale 50% còn 214.500đ(32-43kg). Chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ",4
Dạ sản phẩm chị quan tâm bên em có size lớn nhất cho bạn 30kg.Chị tham khảo các mẫu khác có size của bé bên em chị nha,3
Hệ thông tại Hà Nội bên em ạ,9
Bên em mở cửa đến 22h chị ạ. Chị muốn ghé cửa hàng nào em cho chị số để tiện liên hệ ạ,4
chị chuyển khoản trước cho em được ko c,4
Kòi Zin đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,9
Dạ mẫu bé gái bên em chỉ có tại shopee thôi ạ. Mẫu bé trai bên em hết size của bé,9
Dạ chào chị. Quần jogger bé trai K163NIF-FT2CE màu đen có giá 329.000đ sale 50% còn 164.500đ. Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nha,9
K's Closet xin chào ạ!,4
"K's Closet chào anh/chị ạ. Từ 11/6 bên em có chương trình ""mua 1 tặng 1"". Chương trình chỉ áp dụng tại cửa hàng không áp dụng mua online(Cửa hàng của K's Closet sẽ có 2 khu hàng, sắm áo quần tại khu số 1, anh/chị cùng bé sẽ được chọn những sản phẩm bằng hoặc thấp hơn ở khu số 2) Mời anh/ chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Dạ bé nặng 32kg mặc size 10 tuổi ạ,4
"áo khoác ảnh 1 giám 50% còn 129.500 ,áo nâu ảnh 2 có giá 94.500 ạ",9
Dạ mẫu này bên em có size lớn nhất cho bé 6 tuổi -20kg chgij ạ,1
Dạ vâng ạ. Không áp dụng áo dài và phụ kiện chị nhé,0
"K's Closet chào chị ạ. Sản phẩm B203TES-FK1AAXAN - ÁO PHÔNG BÉ TRAI có giá 129,000đ sale	50% còn	64,500đ. Sản phẩm B113TES-FK2ADDO - QUẦN BÉ TRAI có giá 129,000đ sale 20% còn 	103,200đ. Bên em có size cho bé 1-6 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",0
Dạ shopee bên em không có mẫu này chỉ có tại cửa hàng thôi. Cửa hàng có nhận ship chị có mua cầu vui lòng cho em xin địa chỉ kèm SĐT em gửi cửa hàng hỗ trợ chị ạ,8
Dạ shop có hỗ trợ đổi hàng chị nhé. Phí đổi hàng chị chịu giúp shop ạ,2
Áo len cadigan B321NIF-FK1LC màu vàng size 3-4 tuổi có giá 299.000đ. Áo len bé trai K159NIF họa tiết khủng long nâu size 3-4 tuổi có giá 469.000đ.  Quần kaki jogger bé trai K211NIF màu be có giá 299.000đ ạ,9
Chuẩn Ngon đã trả lời một quảng cáo.,8
Dạ sản phẩm K100TES-BK4AGK VÁY BÉ GÁI có giá gốc 219.000đ sale 30% còn 153.300đ ạ Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ (9 tuổi -30kg là mặc vừa size 9 bên em ạ),4
Dạ chào anh/chị. Anh/Chị đang quan tâm tới sản phẩm nào của K's closet vui lòng gửi hình ảnh sản phẩm kèm chiều cao cân nặng của bé để được shop hỗ trợ nha,0
Lê Yến đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,6
"Dạ,mẫu K060tes bên em còn ở cửa hàng Láng,Nguyễn Trãi,Thái Hà,Lạc Trung,Savico",7
Bé nhà mình mặc size 8 chị nhé,0
DẠ bé mặc được size 8t bên em ạ,4
"Dạ bộ đó chỉ bán trên shopee thôi ạ,chị nhắn tin trực tiếp lên shopee để các bạn hỗ trợ chị ạ",4
Chào Thu Thuy! Chúng tôi có thể giúp gì cho bạn?,7
Còn áo len và áo phao chỉ có size cho bé dưới 4 tuổi thôi chị nhé,5
Dạ chị có thể đặt trên shopee ạ,4
bên e ship cod nhận hàng rồi thanh toán nha chị,3
Dạ mẫu chị quan tâm chỉ bán tại shopee chị vui lòng truy cập để mua hàng giúp em ạ,7
Chị xem các mẫu này nha,6
Lê Thùy Trang đã trả lời một quảng cáo.,1
"""Dạ K's Closet chào chị ạ. Sản phẩm áo B002TES-FK1AABI có giá 179.000đ sale 10% ạ. Bên em có size cho bạn từ 1-6 tuổi. Bé nhà mình cao và nặng bao nhiêu kg em hỗ trợ chị ạ",1
Dạ bé trai bên em không có quần trắng mong chị thông cảm ạ,4
Dạ tiếc quá em vừa check lại hệ thống thì đã hết size 7 rồi ạ,2
Nguyen Xuan Chic đã trả lời một quảng cáo.,4
Dạ cửa hàng sẽ gọi báo giá và phí ship cho chị ạ. Chị để ý điện thoại giúp em ạ,1
chân váy có tu tu chị lấy cho bạn bao nhiêu kg thế ạ,3
Dạ sản phẩm K100TES-BK4AGK VÁY BÉ GÁI có giá  219.000đ ạ. Sản phẩm chất cotton chị ạ.  Mời chị ghé cửa hàng hoặc shopee xem và sắm đồ cho bé ạ,9
Chân váy K396NIF đi kèm sale còn 120 000đ,9
"Dạ Trần đăng Ninh còn váy của mẹ thôi ạ. Còn đủ 2 mẹ con bên em còn tại Lạc Long Quân, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",3
Phuong Anh Tran đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,6
Dạ ngày 23/07 bên em sale 50% đó ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,6
Mã K014tes em vẫn thấy còn chị ạ. Chị kiểm tra lại giúp em ạ,2
Dạ bên em không có sơ mi dài tay ạ,9
Ken Nguyen đã trả lời một quảng cáo.,7
"K's Closet chào chị ạ. Sản phẩm B250TES-BK1ACHON - ÁO SÁT NÁCH BÉ GÁI có giá 129,000đ.Sản phẩm K078TES-FT5BKDAM- CHÂN VÁY DENIM có giá 269,000đ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",1
Hoàng Huyền đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,8
Các bạn nhân viên sẽ gọi báo giá ship cho chị ạ,4
Thỏ Xinh đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,0
Dạ em báo chị giá sale rồi đó ạ,2
Sản phẩm B313NIS-FK3BCTRA - BỘ SÁT NÁCH IN GẤU CÂU CÁ size 01-06 tuổi có giá 389.000đ sale 50% còn 194.500đ ạ.,4
"vì ship size cho bé nhỏ quá nên c phải mất công đổi hàng, c thông cảm giúp e nha, e cám ơn :))))",9
Dạ K's xin  chào ạ. Mẫu này bên em lại không có size cho bé nhà mình rồi chị ạ! Chị vui lòng tham khảo các sản phẩm khác bên em chị nhé!,4
"K's Closet chào chị ạ. Sản phẩm K053TEF Áo sơ mi nam 309,000 + set quà trung thu 197,000. Với giá bán 300K. Chị vui lòng cho bên em xin địa chỉ, SĐT kèm chiều cao cân nặng em hỗ trợ chị ạ",8
bộ màu vàng nhà e còn sz 5 và 8 thôi c ạ,4
"K's Closet chào chị ạ. Sản phẩm K021NIF-LT3GDXBI03 SET GILE BÉ TRAI có giá 559000đ . Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",3
Bên em có cửa hàng gần chị nhất là Buôn Ma Thuột chị ạ.,5
"Sản phẩm VÁY BÉ GÁI K080TES có 2 màu xanh và hồng có giá 349 000đ, giảm 50% còn 175 000đ ạ",4
Dạ chiều nay em gọi ship cho chị ạ. Mất khoảng 20K tiền ship. Nhưng vì ship đi theo cung đường nên em không hẹn giờ chính xác được ạ. Khoảng 14-16h giờ chị nhận được hàng chị nha,0
Dạ Trần Đăng Ninh còn size 4 bé nhà mình mặc vừa đó ạ,8
"K's Closet chào chị ạ. Sản phẩm K024NIS-BK4AGBUO - VÁY BG HẠ EO 179,000đ.Bên em có size cho bé 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Quà tặng từ K's Closet: MUA 1 TẶNG 1,0
Dạ chào chị. Bộ cotton tank top bé trai B363NIS-BK3BBXAN size 1-2 tuổi có giá 189.000đ sale 50% còn 94.500đ ; size 3-6 có giá 219.000đ sale 50% còn 109.500đ. Chị muốn check size cho bé cao và nặng bao nhiêu shop hỗ trợ ạ,0
Hải Yến đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,1
Chị đang quan tâm đến sản phẩm nào bên em chị gửi hình ảnh em hỗ trợ chị nha,2
"K's Closet chào chị ạ. Sản phẩm K010TES-FK1AAHON09 	ÁO CỘC TAY BÉ GÁI có giá 159,000đ.Sản phẩm K078TES-FT5BKDAM- CHÂN VÁY DENIM có giá 269,000đ . Mời chị ghé cửa hàng hoặc truy cập shopee xem và sắm đồ cho bé ạ",5
Áo dài nhung đỏ bé gái thêu hình tròn trước ngực K368NIF-LT1FXDOO size 1có giá 559.000đ; size 10 có giá 599.000đ.  Chân váy tutu K396NIF-LT5BQ size 1  có giá 219.000đ; size 10  có giá 259.00đ.,5
Dạ bên em có ạ. Chị cho địa chỉ kèm SĐT em gửi cửa hàng hỗ trợ chị ạ,4
"Dạ,bên em có hỗ trợ ship hàng mình có thể tham khảo các mẫu trên page,bên em sẽ tư vấn và ship hàng cho mình ạ",8
em còn sj,0
